index,phase,experiment_name,run_id,dataset_name,model_name,reasoner_model_name,split,question,gold_answer,prediction,gold_normalized,prediction_normalized,exact_match,numeric_match,inference_time_seconds,human_or_machine,error_type,error
26,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the sum of undernourished people in Low Income economies and Sub-Saharan Africa combined (in millions)?,341.9,341.9,341.9,341.9,1,1,0.56000263299984,0,,
27,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which state had the highest number of turkeys raised in 2018?,Minnesota,Minnesota,minnesota,minnesota,1,0,0.5162596440000016,1,,
28,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the total of Bad and Good in the Remain?,100,100,100,100,1,1,0.9938837550000699,0,,
29,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many response options are below 150 n mi?,2,2,2,2,1,1,0.47502024799996434,0,,
30,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What's the total add up value of japan and Colombia?,51.7,51.7,51.7,51.7,1,1,0.5224867530000665,0,,
31,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"What is the average  of females value in the first five region,  from Yorkshire and the humber to south west?",9.8,9.6,9.8,9.6,1,1,0.5561559339998894,0,,
32,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Is the highest value of Myanmar greater than 30000?,Yes,Yes,yes,yes,1,0,0.44544224800006305,0,,
33,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many global subscribers did World of Warcraft have in 2015?,5.5,5.5,5.5,5.5,1,1,0.5542275929999505,1,,
34,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,By how much is 2 persons higher than that of 1 person?,34960,34960,34960,34960,1,1,0.5136505589998706,0,,
35,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much did the sales of cat treats amount to in 2010?,0.45,0.6,0.45,0.6,0,0,0.5541917909999938,1,,
36,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many reals would come from the city government's budget?,42,42,42,42,1,1,0.47352189800017186,1,,
37,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was Nigeria's male population in 2019?,101.83,101.83,101.83,101.83,1,1,0.5534507869999743,1,,
38,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which colored segment occupies more than half the pie chart?,blue,Blue,blue,blue,1,0,0.44460811200019634,0,,
39,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Who says Good more to the question?,General public,General public,general public,general public,1,0,0.9348354329999893,0,,
40,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the average transaction value in grocers in prior weeks?,49,49,49,49,1,1,0.4736912799999118,1,,
41,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"How much did accounts with 1,000 to 10,000 followers increase their followers on average?",12.6,12.6%,12.6,12.6%,1,1,0.595616770000106,1,,
42,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,In what year did the turnover of the retail sale of leisure products increase to 6.7 billion British pounds?,2017,2017,2017,2017,1,1,0.5153748600000654,1,,
43,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage of all underlying attributable profit for Banco Santander is attributed to South America?,42,42,42,42,1,1,0.47537906399998064,1,,
44,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much money was generated by sports equipment retailing in Austria in 2015?,1841.1,1841.1,1841.1,1841.1,1,1,0.5952826430000187,1,,
45,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What age group does the Red bar Show in the graph?,15-17 years,15-17 years,15-17 years,15-17 years,1,1,0.5925289950000661,0,,
46,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Who has hit the most home runs in Chicago White Sox franchise history?,Frank Thomas,Frank Thomas,frank thomas,frank thomas,1,0,0.4907153199999357,1,,
47,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which beer brand topped the beer production volume in Germany in 2016?,Krombacher,Krombacher,krombacher,krombacher,1,0,0.4660748210001202,1,,
48,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Who has the most hits in Detroit Tigers franchise history?,Ty Cobb,Ty Cobb,ty cobb,ty cobb,1,0,0.5716123830000015,1,,
49,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the difference between maximum number of Gucci stores operated in Emerging Countries over the years and minimum number of stores operated in Western Europe over the years?,123,376,123,376,0,0,0.45011502000011205,0,,
50,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many Instagram users were there in South Africa as of April 2021?,5.79,5.79,5.79,5.79,1,1,0.528950770000165,1,,
51,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the value of middle bar ?,81.71,81.71,81.71,81.71,1,1,0.5318782930000907,0,,
52,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,When was the last fiscal year of ServiceMaster Global Holdings?,2014,2019,2014,2019,1,1,0.48850525199986805,1,,
53,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which country is represented by the blue color line?,Russia,Russia,russia,russia,1,0,0.4416731159999472,0,,
54,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many children were adopted in Norway in 2019?,332,332,332,332,1,1,0.4482187730000078,1,,
55,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the maximum Yes opinion minus the mode of Don't know opinion,35,37.0,35,37.0,0,0,0.5311549620000733,0,,
56,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,In what year is the Middle East expected to become an LNG consumer?,2021,2025.0,2021,2025.0,1,1,0.5937311679999766,1,,
57,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"In which year, the value of the red graph peaked?",2009,2009,2009,2009,1,1,0.5163134690001243,0,,
58,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which gender has the highest life expectancy?,female,female,female,female,1,0,0.47363454299988916,0,,
59,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much was Armani Junior's worldwide sales in 2008?,47.9,50.0,47.9,50.0,1,1,0.5544871929998862,1,,
60,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many number of golfers are there in 2016?,463952,463952,463952,463952,1,1,0.5533226009999908,0,,
61,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many people worked in China's travel and tourism industry in 2019?,29089,29089,29089,29089,1,1,0.4883251230000951,1,,
62,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which color represents Republican?,Red,Red,red,red,1,0,0.11142132500003754,0,,
63,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,what is orange bar represents ?,Europe,Europe,europe,europe,1,0,0.44447604599986335,0,,
64,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much British pounds worth of goods and services did the UK export to the EU in 2015?,225.5,225.5,225.5,225.5,1,1,0.5548246230000586,1,,
65,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the value of Very opinion in Aug 2016?,49,49,49,49,1,1,0.11340894099998877,0,,
66,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the previous year's EBITDA?,5.08,5.08,5.08,5.08,1,1,0.5208306869999433,1,,
67,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which region the females value shows 10.4 and males value as 3.8?,London,London,london,london,1,0,0.4753743289998056,0,,
68,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the percentage of households with Stand-alone air conditioning in Canada in 2015?,18,18,18,18,1,1,0.4757971480000833,0,,
69,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the average ticket price for Baltimore Ravens games in 2020?,110.53,110.53,110.53,110.53,1,1,0.5553142939997997,1,,
70,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is Google's market share in India?,95.45,95.45%,95.45,95.45%,1,1,0.46246458499990695,1,,
71,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the worldwide revenue of Canada Goose in the 2020 financial year?,958.1,958.1,958.1,958.1,1,1,0.5590356539998993,1,,
72,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the estimated market value of edible insects in 2018?,406.32,406.32,406.32,406.32,1,1,0.558035665000034,1,,
73,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many dollars does Guatemala spend each year?,3.73,4.02,3.73,4.02,0,0,0.5216753820000122,1,,
74,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many Swedish kronor were intended expenses for Christmas in 2018?,5860,5860,5860,5860,1,1,0.4849288919999708,1,,
75,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the infant mortality rate in Bahrain in 2019?,5.9,5.9,5.9,5.9,1,1,0.5245364010002049,1,,
76,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much money did Universal spend on '1917'?,10.41,10.41,10.41,10.41,1,1,0.5240569959998993,1,,
77,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the sum of the people of Boomers and Generation X who have used this service?,22,22,22,22,1,1,0.47503820800011454,0,,
78,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,what is the sum of the high school  that have been bullied in lifetime Both male and female,72.8,72.8,72.8,72.8,1,1,0.5259085719999348,0,,
79,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What country had the world's largest potash reserves in 2019?,Canada,Canada,canada,canada,1,0,0.47468074800008253,1,,
80,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many dollars did Callaway Golf spend on research and development in 2020?,46.3,46.3,46.3,46.3,1,1,0.5541640909998478,1,,
81,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Does the sum of smallest two bar is greater then the largest bar?,No,No,no,no,1,0,0.4474728650000088,0,,
82,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What did the majority of people respond with?,Yes,Yes,yes,yes,1,0,0.4736446500000966,0,,
83,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What purpose was the third most popular?,Business and professional,Business and professional,business and professional,business and professional,1,0,0.5260828509999556,0,,
84,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the ratio of least and highest rates?,0.444444444,0.444444444,0.444444444,0.444444444,1,1,0.6404469489998519,0,,
85,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the peak value of gross written premiums in Malta in 2018?,415,415,415,415,1,1,0.44688979199986534,1,,
86,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many metric tons of greenhouse gases did Dow Chemical emit in 2005?,47,47,47,47,1,1,0.44660366499988413,1,,
87,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many passenger cars were sold in Pakistan between July 2018 and June 2019?,207630,207630,207630,207630,1,1,0.557687623999982,1,,
88,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which year represents the highest expenditure?,2028,2028***,2028,2028***,1,1,0.5548589370000627,0,,
89,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the combined growth rate for 1m-10m and 10m+?,28.6,28.6%,28.6,28.6%,1,1,0.5990044590000707,0,,
90,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage did Vanuatu's real GDP grow by in 2018?,2.9,2.9,2.9,2.9,1,1,0.530363522000016,1,,
91,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What's the percentage of U.S. adults who oppose more fracking?,53,53,53,53,1,1,0.11524343599990061,0,,
92,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the most densely populated region of the world in 2018?,Asia,Asia,asia,asia,1,0,0.4462441480000052,1,,
93,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What's the value of the top rightmost bar?,7,7,7,7,1,1,0.9986407110000073,0,,
94,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the value of the Nashville Predators in dollars in 2020?,435,435,435,435,1,1,0.4486641050000344,1,,
95,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the total percentage revenue share of the LVMH Group worldwide in 2020 from Asia and Japan?,41,41%,41,41%,1,1,0.5213579539999955,0,,
96,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,In what year did the Sun have the highest reach among selected UK newspapers?,2013,2005,2013,2005,1,1,0.5179899810000279,1,,
97,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Find the median value of all the bars?,0.68,0.68,0.68,0.68,1,1,0.5625525269999798,0,,
98,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which year(s) had the greatest difference between the soft drink price and hot dog price?,"[2010/11, 2011/12, 2012/13]","[2012/13, 2013/14]","[2010/11, 2011/12, 2012/13]","[2012/13, 2013/14]",1,1,0.8769101579998733,0,,
99,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much money did Etsy invest in its advertising in 2016?,442.2,54.0,442.2,54.0,0,0,0.5559587319999082,1,,
100,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which country recorded highest percentage in the chart ?,Tanzania,Tanzania,tanzania,tanzania,1,0,0.5592726349998429,0,,
101,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which film genre is most popular in the United Kingdom as of October 2013?,Action/thriller,Action/thriller,action/thriller,action/thriller,1,0,0.5945977199999106,0,,
102,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which device has the least traffic?,Tablet,Tablet,tablet,tablet,1,0,0.5118232120000812,0,,
103,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was India's revenue from international tourism in 2010?,14.49,14.49,14.49,14.49,1,1,0.5532954000000245,1,,
104,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the average price of Japan coking coal import cif and Japan steam spot cif?,177.625,177.62,177.625,177.62,1,1,0.5314949339999657,0,,
105,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What segment of the mobile data traffic in Serbia experienced a decrease in market share?,VIP,VIP,vip,vip,1,0,0.48738641399995686,1,,
106,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage of online sales is expected to increase to by 2018?,0.7,0.7,0.7,0.7,1,1,0.554013409999925,1,,
107,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"Take the sum of the two smallest green bars, is it greater than the smallest blue bar?",No,No.,no,no,1,0,0.15866355299999668,0,,
108,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which place shows the highest death rate?,Grenada,Grenada,grenada,grenada,1,0,0.528856850000011,0,,
109,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage of the Aosta Valley population had risky alcohol consumption?,23,23,23,23,1,1,1.0106414990000303,1,,
