index,phase,experiment_name,run_id,dataset_name,model_name,reasoner_model_name,split,question,gold_answer,prediction,gold_normalized,prediction_normalized,exact_match,numeric_match,inference_time_seconds,human_or_machine,error_type,error
16,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the sum of Lago di Bolsena and Lago di Bracciano ?,306,306,306,306,1,1,3.50567576200001,0,,
17,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"The value is 40.49, find the category?",Kidney cancer,Kidney cancer,kidney cancer,kidney cancer,1,0,3.822447781000392,0,,
18,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What company had the highest percentage of smartphone device visits?,Telco,Telco,telco,telco,1,0,3.480942826000046,1,,
19,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much money did nonprofit organizations report to the IRS in 2016?,2.62,2.62,262,262,1,1,3.5113732469999377,1,,
20,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the total Economic growth forecast after the COVID-19 outbreak in Denmark in 2020,2.5,1,25,1,0,0,3.532020773000113,0,,
21,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the combined percentage of the business and professional and not specified purposes?,17,17,17,17,1,1,3.4481354360000296,0,,
22,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Is the median of green bars greater than the median of the blue bar?,No,Yes,no,yes,0,0,5.305176404000122,0,,
23,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was Debenhams revenue in the UK in the year ending September 1st 2018?,1832.7,1832.7,18327,18327,1,1,3.8127964350001093,1,,
24,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was Whistles turnover in 2016?,33,58.5,33,585,0,0,3.648303898999984,1,,
25,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the lowest value of the light blue bar?,8,5,8,5,0,0,5.476268839000113,0,,
26,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the sum of undernourished people in Low Income economies and Sub-Saharan Africa combined (in millions)?,341.9,349.9,3419,3499,0,0,4.013282752000123,0,,
27,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which state had the highest number of turkeys raised in 2018?,Minnesota,Minnesota,minnesota,minnesota,1,0,3.6646061759997792,1,,
28,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the total of Bad and Good in the Remain?,100,100,100,100,1,1,2.1903104379998695,0,,
29,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many response options are below 150 n mi?,2,3,2,3,0,0,3.858149438000055,0,,
30,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the total add up value of japan and Colombia?,51.7,51.7,517,517,1,1,3.579729577999842,0,,
31,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"What is the average  of females value in the first five region,  from Yorkshire and the humber to south west?",9.8,9.72,98,972,0,0,3.820208552999702,0,,
32,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Is the highest value of Myanmar greater than 30000?,Yes,Yes,yes,yes,1,0,3.8286994730001425,0,,
33,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many global subscribers did World of Warcraft have in 2015?,5.5,5.5,55,55,1,1,3.5831992209996315,1,,
34,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,By how much is 2 persons higher than that of 1 person?,34960,35360,34960,35360,0,0,3.7969356379999226,0,,
35,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much did the sales of cat treats amount to in 2010?,0.45,0.3,045,03,0,0,3.5996148969998103,1,,
36,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many reals would come from the city government's budget?,42,42,42,42,1,1,3.5141012640001463,1,,
37,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was Nigeria's male population in 2019?,101.83,101.83,10183,10183,1,1,3.8152035880002586,1,,
38,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which colored segment occupies more than half the pie chart?,blue,Blue,blue,blue,1,0,3.5000016099997993,0,,
39,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Who says Good more to the question?,General public,General public,general public,general public,1,0,1.6729829459995926,0,,
40,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the average transaction value in grocers in prior weeks?,49,48,49,48,0,0,3.490784022999833,1,,
41,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"How much did accounts with 1,000 to 10,000 followers increase their followers on average?",12.6,15.9,126,159,0,0,3.808719751999888,1,,
42,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,In what year did the turnover of the retail sale of leisure products increase to 6.7 billion British pounds?,2017,2017,2017,2017,1,1,3.791513546999795,1,,
43,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage of all underlying attributable profit for Banco Santander is attributed to South America?,42,42,42,42,1,1,3.4783426890003284,1,,
44,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much money was generated by sports equipment retailing in Austria in 2015?,1841.1,1841.1,18411,18411,1,1,3.6687072780000562,1,,
45,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What age group does the Red bar Show in the graph?,15-17 years,15-17 years,15-17 years,15-17 years,1,1,4.05314306199989,0,,
46,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Who has hit the most home runs in Chicago White Sox franchise history?,Frank Thomas,Frank Thomas,frank thomas,frank thomas,1,0,3.4907881369999814,1,,
47,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which beer brand topped the beer production volume in Germany in 2016?,Krombacher,Krombacher,krombacher,krombacher,1,0,4.799601600000187,1,,
48,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Who has the most hits in Detroit Tigers franchise history?,Ty Cobb,Ty Cobb,ty cobb,ty cobb,1,0,4.785884046999854,1,,
49,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the difference between maximum number of Gucci stores operated in Emerging Countries over the years and minimum number of stores operated in Western Europe over the years?,123,310,123,310,0,0,3.680679535999843,0,,
50,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many Instagram users were there in South Africa as of April 2021?,5.79,5.79,579,579,1,1,3.592313959999956,1,,
51,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the value of middle bar ?,81.71,81.71,8171,8171,1,1,4.090570715000467,0,,
52,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,When was the last fiscal year of ServiceMaster Global Holdings?,2014,2014,2014,2014,1,1,3.594237673999487,1,,
53,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which country is represented by the blue color line?,Russia,Russia,russia,russia,1,0,3.8288261819998297,0,,
54,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many children were adopted in Norway in 2019?,332,332,332,332,1,1,3.7174669500000164,1,,
55,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the maximum Yes opinion minus the mode of Don't know opinion,35,26,35,26,0,0,3.6759387780002726,0,,
56,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,In what year is the Middle East expected to become an LNG consumer?,2021,2019,2021,2019,0,0,3.6174780659994212,1,,
57,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"In which year, the value of the red graph peaked?",2009,2009,2009,2009,1,1,3.9484372439992512,0,,
58,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which gender has the highest life expectancy?,female,Female,female,female,1,0,3.5260748809996585,0,,
59,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much was Armani Junior's worldwide sales in 2008?,47.9,39.1,479,391,0,0,3.619885492999856,1,,
60,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many number of golfers are there in 2016?,463952,463952,463952,463952,1,1,3.705674705000092,0,,
61,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many people worked in China's travel and tourism industry in 2019?,29089,29089,29089,29089,1,1,3.757467546999578,1,,
62,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which color represents Republican?,Red,Red,red,red,1,0,1.6310640249994321,0,,
63,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,what is orange bar represents ?,Europe,Europe,europe,europe,1,0,3.8205120689999603,0,,
64,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much British pounds worth of goods and services did the UK export to the EU in 2015?,225.5,225.5,2255,2255,1,1,3.816080590000638,1,,
65,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the value of Very opinion in Aug 2016?,49,49,49,49,1,1,1.629538405999483,0,,
66,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the previous year's EBITDA?,5.08,5.08,508,508,1,1,3.673625759999595,1,,
67,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which region the females value shows 10.4 and males value as 3.8?,London,London,london,london,1,0,3.6035594570003013,0,,
68,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the percentage of households with Stand-alone air conditioning in Canada in 2015?,18,18,18,18,1,1,3.651403563999338,0,,
69,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the average ticket price for Baltimore Ravens games in 2020?,110.53,110.53,11053,11053,1,1,3.7254464150000786,1,,
70,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is Google's market share in India?,95.45,95.45,9545,9545,1,1,5.518513590000111,1,,
71,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the worldwide revenue of Canada Goose in the 2020 financial year?,958.1,958.1,9581,9581,1,1,3.6537977770003636,1,,
72,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the estimated market value of edible insects in 2018?,406.32,406.32,40632,40632,1,1,3.748787395999898,1,,
73,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many dollars does Guatemala spend each year?,3.73,4.02,373,402,0,0,3.593962233999264,1,,
74,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many Swedish kronor were intended expenses for Christmas in 2018?,5860,5860,5860,5860,1,1,3.593212603000211,1,,
75,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the infant mortality rate in Bahrain in 2019?,5.9,5.9,59,59,1,1,3.5954289910005173,1,,
76,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much money did Universal spend on '1917'?,10.41,10.41,1041,1041,1,1,3.69248134999998,1,,
77,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the sum of the people of Boomers and Generation X who have used this service?,22,26,22,26,0,0,3.493431762999535,0,,
78,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,what is the sum of the high school  that have been bullied in lifetime Both male and female,72.8,74.8,728,748,0,0,3.682635444999505,0,,
79,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What country had the world's largest potash reserves in 2019?,Canada,Canada,canada,canada,1,0,3.5014300820002973,1,,
80,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many dollars did Callaway Golf spend on research and development in 2020?,46.3,46.3,463,463,1,1,3.6028522789993076,1,,
81,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Does the sum of smallest two bar is greater then the largest bar?,No,No,no,no,1,0,3.7819847539994953,0,,
82,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What did the majority of people respond with?,Yes,Yes,yes,yes,1,0,3.5017065700003513,0,,
83,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What purpose was the third most popular?,Business and professional,Business and professional,business and professional,business and professional,1,0,3.5462913339997613,0,,
84,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the ratio of least and highest rates?,0.444444444,2.25,0444444444,225,0,0,3.5922307880000517,0,,
85,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the peak value of gross written premiums in Malta in 2018?,415,415,415,415,1,1,3.580609357999492,1,,
86,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many metric tons of greenhouse gases did Dow Chemical emit in 2005?,47,47,47,47,1,1,3.5671344989996214,1,,
87,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many passenger cars were sold in Pakistan between July 2018 and June 2019?,207630,207630,207630,207630,1,1,3.8242077049999352,1,,
88,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which year represents the highest expenditure?,2028,2028,2028,2028,1,1,3.589485808999598,0,,
89,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the combined growth rate for 1m-10m and 10m+?,28.6,28.6,286,286,1,1,3.759900719000143,0,,
90,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage did Vanuatu's real GDP grow by in 2018?,2.9,2.9,29,29,1,1,3.549104069999885,1,,
91,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the percentage of U.S. adults who oppose more fracking?,53,53,53,53,1,1,1.8002447939998092,0,,
92,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the most densely populated region of the world in 2018?,Asia,Asia,asia,asia,1,0,3.4318453859996225,1,,
93,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the value of the top rightmost bar?,7,13,7,13,0,0,1.9007708760000241,0,,
94,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the value of the Nashville Predators in dollars in 2020?,435,435,435,435,1,1,3.6043957829997453,1,,
95,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the total percentage revenue share of the LVMH Group worldwide in 2020 from Asia and Japan?,41,41,41,41,1,1,3.642415262999748,0,,
96,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,In what year did the Sun have the highest reach among selected UK newspapers?,2013,2005,2013,2005,0,0,3.595561799999814,1,,
97,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Find the median value of all the bars?,0.68,0.68,068,068,1,1,3.9780706170004123,0,,
98,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which year(s) had the greatest difference between the soft drink price and hot dog price?,"[2010/11, 2011/12, 2012/13]",2010/11,[2010/11 2011/12 2012/13],2010/11,0,1,3.7315009980002287,0,,
99,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much money did Etsy invest in its advertising in 2016?,442.2,53.4,4422,534,0,0,3.603803968999273,1,,
100,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which country recorded highest percentage in the chart ?,Tanzania,Tanzania,tanzania,tanzania,1,0,3.906460937000702,0,,
101,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which film genre is most popular in the United Kingdom as of October 2013?,Action/thriller,Action/thriller,action/thriller,action/thriller,1,0,3.575701183000092,0,,
102,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which device has the least traffic?,Tablet,Tablet,tablet,tablet,1,0,3.4987085180000577,0,,
103,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was India's revenue from international tourism in 2010?,14.49,14.49,1449,1449,1,1,3.6906658930001868,1,,
104,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the average price of Japan coking coal import cif and Japan steam spot cif?,177.625,$177.63,177625,$17763,0,0,4.122567418000472,0,,
105,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What segment of the mobile data traffic in Serbia experienced a decrease in market share?,VIP,VIP,vip,vip,1,0,3.4518846080000003,1,,
106,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage of online sales is expected to increase to by 2018?,0.7,0.7,07,07,1,1,3.594842117000553,1,,
107,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"Take the sum of the two smallest green bars, is it greater than the smallest blue bar?",No,No,no,no,1,0,1.823089421000077,0,,
